StartDate,EndDate,Duration (in seconds),IPAddress,LocationLatitude,LocationLongitude,Progress,Q_TerminateFlag,Q_RelevantIDFraudScore,Q_RecaptchaScore,Q1.2,Q2.8_7,Q4.1,Q4.14,Q5.6,Q7.1,Q7.11,LatLongLocation,F_LatLongLocation,F_LongDuplicateTextResponse,num_attempts_successful,F_MultipleSuccessfulAttempts,F_RIDFraudScoreHigh,F_VeryShortDuration,F_IncompleteResponse,F_TwoSuccessfulAttempts,FF_QuickBurstResponse_count,F_QuickBurstResponse,F_SuspiciousCharacter,F_InstructedMatrix,F_InviRecaptcha,F_RIDFraudScoreLow,FG_HighPotentialFraud,FG_IPAddress,FG_Incomplete,FG_LowPotentialFraud,FG_LowQuality,FG_QualtricsSecurity,ActiveFlags,ActiveFlagGroups,FLAG,FLAG_RULE,MANUAL_FLAG,MANUAL_COMMENT
5/30/2024 23:43,5/30/2024 23:48,351,8.8.8.71,37.751,-97.822,100,,5,1.0,8,2.0,Tesla,-99.0,2.0,24.0,-99,United States of America,False,False,3,True,False,True,False,False,0,False,False,False,False,False,2,0,0,0,0,0,F_MultipleSuccessfulAttempts; F_VeryShortDuration,FG_HighPotentialFraud,FRAUD,Rule 2.1,,
5/30/2024 23:28,5/30/2024 23:49,1206,185.60.216.35,37.4847,-122.1484,94,,0,0.800000012,12,2.0,Dehumanizing people/Job & creativity loss,-99.0,2.0,28.0,,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/30/2024 23:43,5/30/2024 23:49,343,204.79.197.200,47.6401,-122.1293,100,,0,1.0,13,2.0,I think about AI writing emails and customer service. ,-99.0,2.0,29.0,I think that AI is important and will make jobs easy. ,United States of America,False,False,2,False,False,True,False,True,0,False,False,False,False,False,1,1,0,0,0,0,F_VeryShortDuration; F_TwoSuccessfulAttempts,FG_HighPotentialFraud; FG_IPAddress,FRAUD,Rule 2.1,,
5/30/2024 23:53,5/30/2024 23:54,66,208.67.222.13,37.774929,-122.419416,10,,0,0.800000012,12,,15 years out,,,,,United States of America,False,False,1,False,False,True,True,False,0,False,False,False,False,False,1,0,1,0,0,0,F_VeryShortDuration; F_IncompleteResponse,FG_HighPotentialFraud; FG_Incomplete,INCOMPLETE,Rule 1,,
5/30/2024 23:49,5/30/2024 23:54,322,40.76.0.0,29.4241,-98.4936,100,,0,0.8999999761581421,11,3.0,Chatgpt,-99.0,2.0,27.0,-99,United States of America,False,False,1,False,False,True,False,False,0,False,False,True,False,False,1,0,0,0,1,0,F_VeryShortDuration; F_InstructedMatrix,FG_HighPotentialFraud; FG_LowQuality,FRAUD,Rule 2.1,,
5/30/2024 23:11,5/30/2024 23:54,2565,185.199.108.153,37.7823,-122.3911,50,,0,0.8999999761581421,27,2.0,,,,,,United States of America,False,False,0,False,False,False,True,False,0,False,False,False,False,False,0,0,1,0,0,0,F_IncompleteResponse,FG_Incomplete,INCOMPLETE,Rule 1,,
5/30/2024 23:32,5/31/2024 0:00,1630,140.82.113.3,37.7823,-122.3911,29,,45,0.8999999761581421,36,2.0,,,,,,United States of America,False,False,0,False,False,False,True,False,0,False,False,False,False,True,0,0,1,0,0,1,F_IncompleteResponse; F_RIDFraudScoreLow,FG_Incomplete; FG_QualtricsSecurity,INCOMPLETE,Rule 1,,
5/30/2024 23:56,5/31/2024 0:01,312,64.233.177.100,40.7128,-74.006,100,,0,1.0,4,3.0,Not much. A ton of people who work from home definitely uses AI to complete much of their work.,-99.0,2.0,20.0,-99,,False,False,1,False,False,True,False,False,0,False,False,True,False,False,1,0,0,0,1,0,F_VeryShortDuration; F_InstructedMatrix,FG_HighPotentialFraud; FG_LowQuality,FRAUD,Rule 2.1,,
5/30/2024 23:52,5/31/2024 0:01,536,216.58.214.14,37.751,-97.822,80,,5,0.8999999761581421,13,2.0,"AI making tasks easier by automating tasks, potentially eliminating the need for certain people's jobs ",-99.0,2.0,,,United States of America,False,False,0,False,False,False,True,False,0,False,False,False,False,False,0,0,1,0,0,0,F_IncompleteResponse,FG_Incomplete,INCOMPLETE,Rule 1,,
5/30/2024 23:42,5/31/2024 0:03,1258,151.101.0.81,37.7749,-122.4194,100,,105,0.8999999761581421,27,2.0,a software installed on a device that can give a solution to work related problems when problems are addressed to it,-99.0,2.0,43.0,-99,United States of America,False,False,1,False,True,False,False,False,0,False,False,False,False,False,1,0,0,0,0,0,F_RIDFraudScoreHigh,FG_HighPotentialFraud,FRAUD,Rule 2.1,,
5/31/2024 0:10,5/31/2024 0:10,48,69.63.176.13,37.4847,-122.1484,9,,0,1.0,36,,"AI making jobs easier by automating tasks, potentially eliminating the need for certain workers",,,,,United States of America,False,False,0,False,False,True,True,False,0,False,False,False,False,False,1,0,1,0,0,0,F_VeryShortDuration; F_IncompleteResponse,FG_HighPotentialFraud; FG_Incomplete,INCOMPLETE,Rule 1,,
5/31/2024 0:04,5/31/2024 0:17,767,192.30.255.113,37.7823,-122.3911,100,,0,0.8999999761581421,3,2.0,"tesla, car accidents, older people driving",-99.0,2.0,19.0,,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/31/2024 0:00,5/31/2024 0:19,1139,216.58.217.46,37.751,-97.822,100,,0,1.0,10,2.0,How complicated new legislation addressing it would be,-99.0,2.0,27.0,-99,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/30/2024 23:39,5/31/2024 0:19,2411,34.206.39.153,39.0438,-77.4874,100,,0,0.800000012,37,2.0,use of machines and technology to help support job,-99.0,2.0,53.0,-99,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/31/2024 0:03,5/31/2024 0:22,1144,3.5.140.0,1.3521,103.8198,100,,0,0.4000000059604645,12,2.0,"Accidents (better information on fault, ect.) and surveillance of drivers",-99.0,2.0,28.0,-99,Singapore,True,False,1,False,False,False,False,False,0,False,False,False,True,False,1,0,0,0,0,1,F_LatLongLocation; F_InviRecaptcha,FG_HighPotentialFraud; FG_QualtricsSecurity,FRAUD,Rule 2.1,,
5/31/2024 0:10,5/31/2024 0:27,987,13.35.15.3,47.6062,-122.3321,100,,0,0.4000000059604645,27,2.0,Design. I personally utilize it a lot for graphic design. ,-99.0,2.0,43.0,Nothing comes to mind. Thank you for the opportunity with this study. ,United States of America,False,False,2,False,False,False,False,True,0,False,False,False,True,False,0,1,0,0,0,1,F_TwoSuccessfulAttempts; F_InviRecaptcha,FG_IPAddress; FG_QualtricsSecurity,FRAUD,Rule 2.4,,
5/31/2024 0:11,5/31/2024 0:31,1191,157.240.20.35,37.4847,-122.1484,100,,25,1.0,5,2.0,softwares that are simulated to act and respond like humans based aon the data they've been fed with,-99.0,2.0,21.0,nothing,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/31/2024 0:18,5/31/2024 0:31,777,210.0.145.1,-33.8688,151.2093,100,,75,0.8999999761581421,35,2.0,"When I think about self-driving cars, I envision advanced technology enabling safer, more efficient transportation, reduced traffic accidents, and increased mobility for those unable to drive, alongside ethical and regulatory challenges surrounding their widespread adoption and integration into society.",-99.0,2.0,51.0,-99,Australia,True,False,1,False,False,False,False,False,0,False,False,False,False,True,1,0,0,0,0,1,F_LatLongLocation; F_RIDFraudScoreLow,FG_HighPotentialFraud; FG_QualtricsSecurity,FRAUD,Rule 2.1,,
5/31/2024 0:07,5/31/2024 0:32,1533,203.0.113.1,-27.4698,153.0251,100,,50,0.8999999761581421,33,2.0,they are a better upgrade and modern cars.,-99.0,2.0,49.0,-99,Australia,True,False,1,False,False,False,False,False,0,False,False,False,False,True,1,0,0,0,0,1,F_LatLongLocation; F_RIDFraudScoreLow,FG_HighPotentialFraud; FG_QualtricsSecurity,FRAUD,Rule 2.1,,
5/31/2024 0:06,5/31/2024 0:39,2029,202.108.22.5,39.9042,116.4074,100,,0,1.0,17,2.0,AI helping workers to learn and develop. Also most likely used in the recruiting and hiring process. ,-99.0,2.0,33.0,-99,China,True,False,1,False,False,False,False,False,0,False,False,False,False,False,1,0,0,0,0,0,F_LatLongLocation,FG_HighPotentialFraud,FRAUD,Rule 2.1,,
5/31/2024 0:14,5/31/2024 0:44,1826,104.244.42.1,37.7765,-122.4167,100,,30,0.8999999761581421,34,5.0,terminator speed fast speed,-99.0,2.0,50.0,nothing i can thihk of,United States of America,False,False,1,False,False,False,False,False,0,False,False,True,False,True,0,0,0,0,1,1,F_InstructedMatrix; F_RIDFraudScoreLow,FG_LowQuality; FG_QualtricsSecurity,TBD,Rule 4,,
5/31/2024 0:13,5/31/2024 0:51,2280,216.239.32.10,37.751,-97.822,100,,0,0.8999999761581421,35,2.0,safe and convenient,-99.0,2.0,51.0,none,United States of America,False,False,1,False,False,False,False,False,0,False,False,False,False,False,0,0,0,0,0,0,,,VALID,Rule 5,,
5/31/2024 0:46,5/31/2024 1:01,871,204.79.197.203,47.6062,-122.3321,100,,25,0.8999999761581421,23,2.0,"The potential for mass disaster through nefarious or unforeseeable means.  Hacking, GPS signal loss, etc.",-99.0,2.0,38.0,-99,United States of America,False,False,2,False,False,False,False,True,0,False,False,False,False,False,0,1,0,0,0,0,F_TwoSuccessfulAttempts,FG_IPAddress,TBD,Rule 4,,
